playerID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,nameFirst,nameLast,nameGiven,weight,height,bats,throws,Debut_Year,Final_Year,retroID,bbrefID
hoffch01,1891,5,8,USA,NY,Ossining,1998,9,17,USA,FL,Daytona Beach,Red,Hoff,Chester Cornelius,162,69,L,L,1911,1915,hoffr102,hoffre01
otisbi01,1889,12,24,USA,MA,Scituate,1990,12,15,USA,MN,Duluth,Bill,Otis,Paul Franklin,150,70,L,R,1912,1912,otisb101,otisbi01
kantler01,1892,7,31,USA,CA,San Jose,1990,2,3,USA,CA,Santa Barbara,Erv,Kantlehner,Erving Leslie,190,72,L,L,1914,1916,kante101,kantler01
thompsh01,1893,4,29,USA,NC,Haw River,1990,1,7,USA,NC,Black Mountain,Shag,Thompson,James Alfred,165,68,L,R,1914,1916,thoms101,thompsh01
hillca01,1895,10,1,USA,MN,Royalton,1990,1,1,USA,IN,Indianapolis,Carmen,Hill,Carmen Proctor,180,73,R,R,1915,1930,hillc102,hillca01
wrighbo01,1891,12,13,USA,IN,Decatur County,1993,7,30,USA,CA,Carmichael,Bob,Wright,Robert Cassius,175,73,R,R,1915,1915,wrigb101,wrighbo01
anderwa01,1897,9,25,USA,MI,Grand Rapids,1990,1,6,USA,MI,Battle Creek,Walter,Anderson,Walter Carl,160,74,L,L,1917,1919,andew102,anderwa01
cooneji02,1894,8,24,USA,RI,Cranston,1991,8,7,USA,RI,Warwick,Jimmy,Cooney,James Edward,160,71,R,R,1917,1928,coonj103,cooneji02
gilled01,1895,8,7,USA,MA,Somerville,1995,10,10,USA,MA,Brockton,Ed,Gill,Edward James,165,70,L,R,1919,1919,gille101,gilled01
zinnji01,1895,1,21,USA,AR,Benton,1991,2,26,USA,TN,Memphis,Jimmy,Zinn,James Edward,195,72,L,R,1919,1929,zinnj101,zinnji01
smithpa02,1894,5,16,USA,NY,Pelham,1990,12,2,USA,NY,New Rochelle,Paddy,Smith,Lawrence Patrick,195,72,L,R,1920,1920,smitp105,smithpa02
kellybi03,1898,12,28,USA,NY,Syracuse,1990,4,8,USA,NY,Syracuse,Bill,Kelly,William Henry,190,72,R,R,1920,1928,kellb102,kellybi03
seweljo01,1898,10,9,USA,AL,Titus,1990,3,6,USA,AL,Mobile,Joe,Sewell,Joseph Wheeler,155,66,L,R,1920,1933,sewej101,seweljo01
gleasjo01,1895,7,9,USA,NY,Phelps,1990,9,8,USA,NY,Phelps,Joe,Gleason,Joseph Paul,175,70,R,R,1920,1922,gleaj101,gleasjo01
conkwal01,1896,12,4,USA,MO,Sedalia,1991,7,30,USA,CA,La Mesa,Allen,Conkwright,Allen Howard,170,70,R,R,1920,1920,conka101,conkwal01
veddelo01,1897,4,20,USA,MI,Oakville,1990,3,9,USA,FL,Lake Placid,Lou,Vedder,Louis Edward,175,70,R,R,1920,1920,veddl101,veddelo01
weisbu01,1901,3,2,USA,MO,St. Louis,1997,5,4,USA,MO,St. Louis,Butch,Weis,Arthur John,180,71,L,L,1922,1925,weisb102,weisbu01
hausejo01,1899,1,12,USA,WI,Milwaukee,1997,7,11,USA,WI,Sheboygan,Joe,Hauser,Joseph John,175,70,L,L,1922,1929,hausj101,hausejo01
schneka01,1899,9,20,USA,CA,Los Angeles,1992,5,31,USA,CA,Palo Alto,Karl,Schnell,Karl Otto,176,73,R,R,1922,1923,schnk101,schneka01
hollibo01,1895,12,26,USA,TN,Jacksboro,1990,1,4,USA,TN,Knoxville,Bonnie,Hollingsworth,John Burnette,170,70,R,R,1922,1928,hollb102,hollibo01
turklu01,1898,5,2,USA,GA,Homer,1994,1,11,USA,GA,Homer,Lucas,Turk,Lucas Newton,165,72,R,R,1922,1922,turkl101,turklu01
mcnamti01,1898,11,20,USA,MA,Millville,1994,11,5,USA,RI,North Smithfield,Tim,McNamara,Timothy Augustine,170,71,R,R,1922,1926,mcnat101,mcnamti01
merewar01,1902,7,7,USA,RI,East Providence,1997,2,2,USA,NY,Bayside,Art,Merewether,Arthur Francis,155,69,R,R,1922,1922,merea101,merewar01
kahdoik01,1899,10,22,USA,OK,Georgetown,1999,3,31,USA,OK,Oklahoma City,Ike,Kahdot,Isaac Leonard,145,65,R,R,1922,1922,kahdi101,kahdoik01
mcnamge01,1901,1,11,USA,IL,Chicago,1990,6,12,USA,IL,Hinsdale,George,McNamara,George Francis,175,72,L,R,1922,1922,mcnag101,mcnamge01
fishesh01,1899,1,16,USA,IA,Wesley,1994,5,15,USA,MN,St. Cloud,Showboat,Fisher,George Aloys,170,70,L,R,1923,1932,fishs101,fishesh01
kerrjo01,1898,11,26,USA,CA,San Francisco,1993,10,19,USA,CA,Long Beach,John,Kerr,John Francis,158,68,R,R,1923,1934,kerrj102,kerrjo01
shanewa01,1900,5,24,USA,VA,Lynchburg,1992,11,13,USA,NV,Las Vegas,Wally,Shaner,Walter Dedaker,195,74,R,R,1923,1929,shanw103,shanewa01
rowlach01,1899,7,23,USA,NC,Warrenton,1992,1,21,USA,NC,Raleigh,Chuck,Rowland,Charlie Leland,185,73,R,R,1923,1923,rowlc101,rowlach01
rosenlo01,1904,3,5,USA,CA,San Francisco,1991,9,8,USA,CA,San Francisco,Lou,Rosenberg,Louis,155,67,R,R,1923,1923,rosel102,rosenlo01
woehran01,1896,2,4,USA,IN,Fort Wayne,1990,7,24,USA,IN,Fort Wayne,Andy,Woehr,Andrew Emil,165,71,R,R,1923,1924,woeha101,woehran01
gastomi01,1896,1,27,USA,NJ,Ridgefield Park,1996,4,26,USA,MA,Barnstable,Milt,Gaston,Nathaniel Milton,185,73,R,R,1924,1934,gastm101,gastomi01
lanehu01,1900,7,20,USA,TN,Pulaski,1994,9,12,USA,TN,Memphis,Hunter,Lane,James Hunter,165,71,R,R,1924,1924,laneh101,lanehu01
joneske01,1903,4,13,USA,NJ,Dover,1991,5,15,USA,CT,Hartford,Ken,Jones,Kenneth Frederick,193,75,R,R,1924,1930,jonek101,joneske01
gibsoch02,1899,11,21,USA,GA,La Grange,1990,12,18,USA,GA,LaGrange,Charlie,Gibson,Charles Griffin,160,68,R,R,1924,1924,gibsc101,gibsoch02
barnebo01,1902,1,6,USA,IL,Washburn,1993,12,8,USA,IL,Peoria,Bob,Barnes,Robert Avery,150,71,L,L,1924,1924,barnb104,barnebo01
dobbjo01,1901,11,15,USA,MI,Muskegon,1991,7,31,USA,MI,Muskegon,John,Dobb,John Kenneth,180,74,R,L,1924,1924,dobbj102,dobbjo01
thomahe01,1902,5,26,USA,FL,Sampson City,1991,12,4,USA,FL,Starke,Herb,Thomas,Herbert Mark,157,64,R,R,1924,1927,thomh102,thomahe01
muichjo01,1903,11,23,USA,MO,St. Louis,1993,7,2,USA,MO,St. Louis,Joe,Muich,Ignatius Andrew,175,74,R,R,1924,1924,muicj101,muichjo01
devivbe01,1901,4,19,USA,CA,Oakland,1994,7,5,USA,CA,Oakland,Bernie,DeViveiros,Bernard John,160,67,R,R,1924,1927,devib101,devivbe01
laslebi01,1902,7,13,USA,OH,Gallipolis,1990,8,21,USA,WA,Seattle,Bill,Lasley,Willard Almond,175,72,B,R,1924,1924,laslb101,laslebi01
gehrich01,1903,5,11,USA,MI,Fowlerville,1993,1,21,USA,MI,Bloomfield Hills,Charlie,Gehringer,Charles Leonard,180,71,L,R,1924,1942,gehrc101,gehrich01
neunjo01,1900,10,28,USA,MD,Baltimore,1990,3,28,USA,MD,Baltimore,Johnny,Neun,John Henry,175,70,B,L,1925,1931,neunj101,neunjo01
rogelbi01,1904,11,24,USA,IL,Springfield,2003,8,9,USA,MI,Sterling Heights,Billy,Rogell,William George,163,70,B,R,1925,1940,rogeb102,rogelbi01
marquji01,1900,11,18,USA,TX,Yoakum,1992,8,5,USA,CA,Jackson,Jim,Marquis,James Milburn,174,71,R,R,1925,1925,marqj101,marquji01
koenima01,1904,7,19,USA,CA,San Francisco,1993,4,22,USA,CA,Willows,Mark,Koenig,Mark Anthony,180,72,B,R,1925,1936,koenm101,koenima01
munsojo01,1899,11,6,USA,PA,Renovo,1991,2,24,USA,PA,Drexel Hill,Joe,Munson,Joseph Martin Napoleon,184,69,L,R,1925,1926,munsj101,munsojo01
adamsbo01,1901,7,24,USA,MA,Holyoke,1996,10,17,USA,PA,Lemoyne,Bob,Adams,Robert Burnette,168,71,R,R,1925,1925,adamb107,adamsbo01
bengera01,1902,4,22,USA,TX,Jacksonville,1997,6,27,USA,TX,Centerville,Ray,Benge,Raymond Adelphia,160,69,R,R,1925,1938,bengr101,bengera01
durocle01,1905,7,27,USA,MA,West Springfield,1991,10,7,USA,CA,Palm Springs,Leo,Durocher,Leo Ernest,160,70,R,R,1925,1945,durol101,durocle01
paulsgi01,1902,11,14,USA,IA,Graettinger,1994,4,2,USA,IA,Harlan,Gil,Paulsen,Guilford Paul Hans,190,74,R,R,1925,1925,paulg101,paulsgi01
langfsa01,1900,5,21,USA,TX,Briggs,1993,7,31,USA,TX,Plainview,Sam,Langford,Elton,180,72,L,R,1926,1928,langs101,langfsa01
tayloed02,1901,11,17,USA,IL,Chicago,1992,1,30,USA,CA,Chula Vista,Eddie,Taylor,Edward James,160,66,R,R,1926,1926,tayle101,tayloed02
wertsjo01,1898,4,20,USA,SC,Pomaria,1990,9,24,USA,SC,Newberry,Johnny,Wertz,Henry Levi,180,70,R,R,1926,1929,wertj101,wertsjo01
mossra01,1901,12,5,USA,TN,Chattanooga,1998,8,9,USA,TN,Chattanooga,Ray,Moss,Raymond Earl,185,73,R,R,1926,1931,mossr101,mossra01
russeja01,1905,10,24,USA,TX,Paris,1990,11,3,USA,FL,Clearwater,Jack,Russell,Jack Erwin,178,73,R,R,1926,1940,russj103,russeja01
sukefcl01,1901,11,30,USA,ME,Washington,2000,9,3,USA,ME,Waldoboro,Clyde,Sukeforth,Clyde Leroy,155,70,L,R,1926,1945,sukec101,sukefcl01
reevebo01,1904,6,24,USA,TN,Hill City,1993,6,4,USA,TN,Chattanooga,Bobby,Reeves,Robert Edwin,170,71,R,R,1926,1931,reevb101,reevebo01
allenet01,1904,1,1,USA,OH,Cincinnati,1993,9,15,USA,CA,Crescent City,Ethan,Allen,Ethan Nathan,180,73,R,R,1926,1938,allee101,allenet01
smithal02,1903,12,13,USA,PA,Norristown,1995,8,11,USA,CA,San Diego,Al,Smith,Alfred Kendricks,170,72,R,R,1926,1926,smita103,smithal02
carteho01,1904,10,13,USA,NY,New York,1991,7,24,USA,NY,New York,Howie,Carter,John Howard,154,70,R,R,1926,1926,carth101,carteho01
haywora01,1904,1,29,USA,NC,High Point,2002,9,25,USA,NC,Salisbury,Ray,Hayworth,Raymond Hall,180,72,R,R,1926,1945,haywr101,haywora01
uchriji01,1900,10,20,USA,PA,West Newton,1995,3,17,USA,PA,Mount Pleasant,Jimmy,Uchrinscko,James Emerson,180,72,L,R,1926,1926,uchrj101,uchriji01
hudliwi01,1906,5,23,USA,OK,Wagoner,2002,8,5,USA,AR,Little Rock,Willis,Hudlin,George Willis,190,72,R,R,1926,1944,hudlw101,hudliwi01
jonesdi01,1902,5,22,USA,MS,Meadville,1994,8,2,USA,CA,Burlingame,Dick,Jones,Decatur Poindexter,184,72,L,R,1926,1927,joned103,jonesdi01
rambope01,1906,11,1,USA,NJ,Thorofare,1991,6,19,USA,NJ,Camden,Pete,Rambo,Warren Dawson,150,69,R,R,1926,1926,rambp101,rambope01
hambyji01,1897,7,29,USA,NC,Wilkesboro,1991,10,21,USA,IL,Springfield,Jim,Hamby,James Sanford,170,72,R,R,1926,1927,hambj101,hambyji01
moorera01,1906,6,21,USA,TX,Naples,1992,6,12,USA,TX,Mount Pleasant,Randy,Moore,Randolph Edward,185,72,L,R,1927,1937,moorr103,moorera01
engliwo01,1906,3,2,USA,OH,Fredonia,1997,9,26,USA,OH,Newark,Woody,English,Elwood George,155,70,R,R,1927,1938,englw101,engliwo01
walkuji01,1895,11,3,USA,AR,Havana,1990,6,12,USA,OK,Duncan,Jim,Walkup,James Huey,150,68,R,L,1927,1927,walkj101,walkuji01
wilkeha01,1900,12,14,USA,OH,Cincinnati,1991,6,21,USA,OH,Hamilton,Harry,Wilke,Henry Joseph,171,70,R,R,1927,1927,wilkh101,wilkeha01
trempov01,1906,3,22,USA,NY,Brooklyn,1996,1,9,USA,FL,Clearwater,Overton,Tremper,Carlton Overton,163,70,R,R,1927,1928,tremo101,trempov01
thomafa01,1903,10,10,USA,KS,Holyrood,1990,8,12,USA,CA,Chatsworth,Fay,Thomas,Fay Wesley,195,74,R,R,1927,1935,thomf105,thomafa01
boneyha01,1903,10,28,USA,NC,Wallace,2002,6,12,USA,FL,Lake Worth,Hank,Boney,Henry Tate,176,71,L,R,1927,1927,boneh101,boneyha01
schubhe01,1906,11,1,USA,TX,Houston,1990,10,2,USA,TX,Baytown,Heinie,Schuble,Henry George,152,69,R,R,1927,1936,schuh105,schubhe01
cremibo01,1906,2,15,USA,NY,Pelham Manor,2004,3,27,USA,NY,Pelham,Bob,Cremins,Robert Anthony,178,71,L,L,1927,1927,cremb101,cremibo01
peelho01,1902,10,10,USA,TX,Fort Sullivan,1997,4,8,USA,LA,Shreveport,Homer,Peel,Homer Hefner,170,69,R,R,1927,1934,peelh101,peelho01
jordabu01,1907,1,16,USA,NC,Cooleemee,1993,3,18,USA,NC,Salisbury,Buck,Jordan,Baxter Byerly,170,72,L,R,1927,1938,jordb101,jordabu01
hopkipa01,1904,9,25,USA,CT,Chester,2004,1,2,USA,CT,Middletown,Paul,Hopkins,Paul Henry,175,72,R,R,1927,1929,hopkp101,hopkipa01
bartedi01,1907,11,22,USA,IL,Chicago,1995,8,4,USA,CA,Alameda,Dick,Bartell,Richard William,160,69,R,R,1927,1946,bartd101,bartedi01
stewafr01,1906,9,8,USA,MN,Minneapolis,2001,4,30,USA,MN,Stillwater,Frank,Stewart,Frank,180,73,R,R,1927,1927,stewf101,stewafr01
eastepa01,1905,9,28,USA,GA,Reidsville,1993,3,15,USA,GA,Reidsville,Paul,Easterling,Paul,180,71,R,R,1928,1938,eastp101,eastepa01
coxge01,1904,11,15,USA,TX,Sherman,1995,12,17,USA,TX,Bedford,George,Cox,George Melvin,170,73,R,R,1928,1928,cox-g102,coxge01
garricl01,1906,8,13,USA,OK,Belmont,1994,8,25,USA,CA,Woodland,Cliff,Garrison,Clifford William,180,72,R,R,1928,1928,garrc101,garricl01
goodejo01,1907,4,5,USA,OK,Muskogee,1993,9,21,USA,TX,Mesquite,John,Goodell,John Henry William,165,70,R,L,1928,1928,goodj101,goodejo01
tauscwa01,1901,11,22,USA,IL,LaSalle,1992,11,27,USA,FL,Winter Park,Walt,Tauscher,Walter Edward,186,73,R,R,1928,1931,tausw101,tauscwa01
hardeme01,1909,10,15,USA,NE,Beemer,2002,10,20,USA,OH,Chardon,Mel,Harder,Melvin Leroy,195,73,R,R,1928,1947,hardm101,hardeme01
sumneca01,1908,9,28,USA,MA,Cambridge,1999,2,8,USA,MA,Chatham,Carl,Sumner,Carl Ringdahl,170,68,L,L,1928,1928,sumnc101,sumneca01
swanska01,1900,12,17,USA,IL,North Henderson,2002,4,3,USA,IL,Rock Island,Karl,Swanson,Karl Edward,155,70,L,R,1928,1929,swank101,swanska01
dickebi01,1907,6,6,USA,LA,Bastrop,1993,11,12,USA,AR,Little Rock,Bill,Dickey,William Malcolm,185,73,L,R,1928,1946,dickb101,dickebi01
oconnjo03,1904,6,13,USA,PA,Verona,1992,10,17,USA,OH,Canton,John,O'Connell,John Charles,170,72,R,R,1928,1929,oconj103,o'conjo03
johnssi01,1906,10,5,USA,IL,Danway,1994,5,12,USA,IL,Sheridan,Si,Johnson,Silas Kenneth,185,71,R,R,1928,1947,johns103,johnssi01
moorejo01,1902,3,23,USA,CT,Waterville,1991,4,4,USA,FL,Bradenton,Johnny,Moore,John Francis,175,70,L,R,1928,1945,moorj104,moorejo01
boltoce01,1904,2,13,USA,MS,Booneville,1993,8,25,USA,MS,Jackson,Cecil,Bolton,Cecil Glenford,195,76,L,L,1928,1928,boltc102,boltoce01
pyleha01,1905,11,29,USA,NE,Burchard,1993,1,13,USA,NE,Beatrice,Harlan,Pyle,Harlan Albert,180,74,R,R,1928,1928,pyleh101,pyleha01
lopezal01,1908,8,20,USA,FL,Tampa,2005,10,30,USA,FL,Tampa,Al,Lopez,Alfonso Ramon,165,71,R,R,1928,1947,lopea102,lopezal01
liskaad01,1906,7,10,USA,NE,Dwight,1998,11,30,USA,OR,Portland,Ad,Liska,Adolph James,160,71,R,R,1929,1933,liska101,liskaad01
crawfpa01,1902,1,28,USA,SC,Society Hill,1994,1,25,USA,NC,Morehead City,Pat,Crawford,Clifford Rankin,170,71,L,R,1929,1934,crawp101,crawfpa01
pattiji01,1908,12,18,USA,NY,Bronx,1991,2,22,USA,FL,Melbourne,Jimmy,Pattison,James Wells,185,72,L,L,1929,1929,pattj101,pattiji01
scarrru01,1903,1,14,USA,FL,Pensacola,1994,12,4,USA,FL,Pensacola,Russ,Scarritt,Stephen Russell Mallory,165,70,L,R,1929,1932,scarr103,scarrru01
ferreri01,1905,10,12,USA,NC,Durham,1995,7,27,USA,MI,Bloomfield Hills,Rick,Ferrell,Richard Benjamin,160,70,R,R,1929,1947,ferrr101,ferreri01
orourjo02,1904,10,28,USA,PA,Philadelphia,1990,6,27,USA,PA,Philadelphia,Joe,O'Rourke,Joseph Leo,145,67,L,R,1929,1929,orouj101,o'roujo02
prudhau01,1902,11,20,USA,LA,Frierson,1992,10,4,USA,LA,Shreveport,Augie,Prudhomme,John Olgus,186,74,R,R,1929,1929,pruda101,prudhau01
dondele01,1903,9,12,USA,CA,Newark,1999,1,1,USA,CA,Fremont,Len,Dondero,Leonard Peter,178,71,R,R,1929,1929,dondl101,dondele01
jamesbe02,1905,9,2,USA,TX,Angleton,1994,8,1,USA,TX,San Antonio,Bernie,James,Robert Byrne,150,69,B,R,1929,1933,jameb104,jamesbe02
delkeed01,1906,4,17,USA,PA,Palo Alto,1997,5,14,USA,PA,Pottsville,Eddie,Delker,Edward Alberts,170,70,R,R,1929,1933,delke101,delkeed01
holloji01,1908,9,22,USA,LA,Plaquemine,1997,4,15,USA,LA,Baton Rouge,Jim,Holloway,James Madison,165,73,R,R,1929,1929,hollj101,holloji01
badgrre01,1902,12,1,USA,WA,Orillia,1998,7,13,USA,WA,Kent,Red,Badgro,Morris Hiram,190,72,L,R,1929,1930,badgr101,badgrre01
westoal01,1905,12,11,USA,MA,Lynn,1997,11,13,USA,CA,San Diego,Al,Weston,Alfred John,195,72,R,R,1929,1929,westa101,westoal01
erickra01,1902,6,25,USA,ID,Du Bois,2002,6,27,USA,AZ,Chandler,Ralph,Erickson,Ralph Lief,175,73,L,L,1929,1930,ericr102,erickra01
herriar01,1906,3,10,USA,OK,Altus,1995,12,2,USA,IN,Marion,Art,Herring,Arthur L.,168,67,R,R,1929,1947,herra101,herriar01
wineaed01,1905,8,10,USA,MA,Boston,1996,7,23,USA,FL,Delray Beach,Ed,Wineapple,Edward,210,72,L,L,1929,1929,winee101,wineaed01
wyattwh01,1907,9,27,USA,GA,Kensington,1999,7,16,USA,GA,Carrollton,Whit,Wyatt,John Whitlow,185,73,R,R,1929,1945,wyatw101,wyattwh01
cramedo01,1905,7,22,USA,NJ,Beach Haven,1990,9,9,USA,NJ,Manahawkin,Doc,Cramer,Roger Maxwell,185,74,L,R,1929,1948,cramd102,cramedo01
hogsech01,1903,11,2,USA,KS,Brownell,2001,7,17,USA,KS,Hays,Chief,Hogsett,Elon Chester,190,72,L,L,1929,1944,hogsc101,hogsech01
milleru02,1900,7,12,USA,MI,Kalamazoo,1994,1,22,USA,MI,Kalamazoo,Rudy,Miller,Rudel Charles,180,73,R,R,1929,1929,millr108,milleru02
marshdo02,1906,6,4,USA,MS,New Albany,1999,9,1,USA,CA,Lake San Marcos,Doc,Marshall,Edward Harbert,150,71,R,R,1929,1932,marse101,marshdo02
sankebe01,1907,9,2,USA,AL,Nauvoo,2001,10,14,USA,GA,Washington,Ben,Sankey,Benjamin Turner,155,70,R,R,1929,1931,sankb101,sankebe01
chapmbe01,1908,12,25,USA,TN,Nashville,1993,7,7,USA,AL,Hoover,Ben,Chapman,William Benjamin,190,72,R,R,1930,1946,chapb102,chapmbe01
cuccito01,1907,11,8,USA,NY,Long Island City,1995,9,21,USA,FL,Tampa,Tony,Cuccinello,Anthony Francis,160,67,R,R,1930,1945,cucct101,cuccito01
gullite01,1907,1,2,USA,MO,Koshkonong,2000,1,28,USA,MO,West Plains,Ted,Gullic,Tedd Jasper,175,74,R,R,1930,1933,gullt101,gullite01
holshhe01,1907,1,20,USA,NC,Rockwell,1994,7,26,USA,NC,Concord,Herm,Holshouser,Herman Alexander,170,72,R,R,1930,1930,holsh101,holshhe01
suhrgu01,1906,1,3,USA,CA,San Francisco,2004,1,15,USA,AZ,Scottsdale,Gus,Suhr,August Richard,180,72,L,R,1930,1940,suhrg101,suhrgu01
jollesm01,1902,1,14,USA,AR,Wesson,1991,11,17,USA,CA,Alameda,Smead,Jolley,Smead Powell,210,75,L,R,1930,1933,jolls101,jollesm01
riddljo02,1905,10,3,USA,SC,Clinton,1998,12,15,USA,IN,Indianapolis,Johnny,Riddle,John Ludy,190,71,R,R,1930,1948,riddj101,riddljo02
gliatsa01,1902,5,7,USA,IL,Chicago,1995,11,2,USA,TX,Tyler,Sal,Gliatto,Salvador Michael,150,68,B,R,1930,1930,glias101,gliatsa01
reeseji01,1901,10,1,USA,NY,New York,1994,7,13,USA,CA,Santa Ana,Jimmie,Reese,James Herman,165,71,L,R,1930,1932,reesj101,reeseji01
seedsbo01,1907,2,24,USA,TX,Ringgold,1993,10,28,USA,OK,Erick,Bob,Seeds,Ira Robert,180,72,R,R,1930,1940,seedb101,seedsbo01
brownbo02,1911,4,1,USA,MA,Dorchester,1990,8,3,USA,MA,Pembroke,Bob,Brown,Robert Murray,190,72,R,R,1930,1936,browb106,brownbo02
liebhgl02,1910,7,31,USA,OH,Cleveland,1992,3,14,USA,NC,Winston-Salem,Glenn,Liebhardt,Glenn Ignatius,170,70,R,R,1930,1938,liebg102,liebhgl02
samuejo01,1905,3,21,USA,PA,Scranton,1996,10,28,USA,NY,Bath,Joe,Samuels,Joseph Jonas,196,73,R,R,1930,1930,samuj101,samuejo01
willidi01,1910,1,19,USA,AR,Greenbrier,1992,4,2,USA,AR,Searcy,Dib,Williams,Edwin Dibrell,175,71,R,R,1930,1935,willd107,willidi01
healyfr01,1910,7,29,USA,MA,Holyoke,1997,2,12,USA,MA,Springfield,Francis,Healy,Francis Xavier Paul,175,69,R,R,1930,1934,healf101,healyfr01
stilero01,1906,11,17,USA,AR,Ratcliff,2007,7,22,USA,MO,St. Louis,Rollie,Stiles,Rolland Mays,180,73,R,R,1930,1933,stilr103,stilero01
desauge01,1907,6,13,USA,MA,Worcester,1994,11,5,USA,MI,Flint,Gene,Desautels,Eugene Abraham,170,71,R,R,1930,1946,desag101,desauge01
groskho01,1906,4,10,USA,PA,Pittsburgh,2006,7,15,USA,FL,Vero Beach,Howdy,Groskloss,Howard Hoffman,176,69,R,R,1930,1932,grosh102,groskho01
werbebi01,1908,6,20,USA,MD,Berwyn,2009,1,22,USA,NC,Charlotte,Billy,Werber,William Murray,170,70,R,R,1930,1942,werbb101,werbebi01
rosenha01,1908,6,22,USA,CA,San Francisco,1997,4,13,USA,CA,San Mateo,Harry,Rosenberg,Harry,180,70,R,R,1930,1930,roseh101,rosenha01
sprinjo01,1902,8,3,USA,MO,St. Louis,1994,1,11,USA,CA,Fremont,Joe,Sprinz,Joseph Conrad,185,71,R,R,1930,1933,sprij101,sprinjo01
applilu01,1907,4,2,USA,NC,High Point,1991,1,3,USA,GA,Cumming,Luke,Appling,Lucius Benjamin,183,70,R,R,1930,1950,appll101,applilu01
campbbr01,1909,10,20,USA,IL,Chicago,1995,6,17,USA,FL,Fort Myers Beach,Bruce,Campbell,Bruce Douglas,185,73,L,R,1930,1942,campb102,campbbr01
detorge01,1906,11,11,USA,NY,Utica,1991,2,7,USA,NY,Utica,George,Detore,George Francis,170,68,R,R,1930,1931,detog101,detorge01
dugasgu01,1907,3,24,CAN,QC,St. Jean de Matha,1997,4,14,USA,CT,Colchester,Gus,Dugas,Augustin Joseph,165,69,L,L,1930,1934,dugag101,dugasgu01
moorejo02,1908,12,25,USA,TX,Gause,2001,4,1,USA,TX,Bryan,Jo-Jo,Moore,Joe Gregg,155,71,L,R,1930,1941,moorj103,moorejo02
creedpa01,1906,5,23,USA,MA,Newburyport,1992,4,20,USA,MA,Brockton,Pat,Creeden,Patrick Francis,175,68,L,R,1931,1931,creep101,creedpa01
mallole01,1905,11,21,USA,TX,Sweetwater,1991,4,17,USA,TX,Granbury,Les,Mallon,Leslie Clyde,160,68,R,R,1931,1935,malll101,mallole01
vergejo01,1906,7,9,USA,CA,Oakland,1991,7,15,USA,CA,Davis,Johnny,Vergez,Jean Louis,165,68,R,R,1931,1936,vergj101,vergejo01
carteso01,1908,12,23,USA,MS,Picayune,2006,12,23,USA,AR,El Dorado,Sol,Carter,Solomon Mobley,178,72,R,R,1931,1931,carts101,carteso01
cohenal01,1908,12,25,USA,NY,New York,2003,3,11,USA,NJ,Maplewood,Alta,Cohen,Alta Albert,170,70,L,L,1931,1933,cohea102,cohenal01
mattiea01,1904,11,4,USA,MD,New Port,1993,9,8,USA,MD,Brookeville,Earl,Mattingly,Laurence Earl,164,70,R,R,1931,1931,matte101,mattiea01
schumha02,1910,11,23,USA,NY,Hinckley,1993,4,21,USA,NY,Cooperstown,Hal,Schumacher,Harold Henry,190,72,R,R,1931,1946,schuh103,schumha02
owenma01,1906,3,22,USA,CA,Agnew,1991,6,22,USA,CA,Mountain View,Marv,Owen,Marvin James,175,73,R,R,1931,1940,owenm102,owenma01
waddefr01,1905,8,21,USA,TN,Memphis,1990,10,21,USA,TN,Knoxville,Frank,Waddey,Frank Orum,185,70,L,L,1931,1931,waddf101,waddefr01
jensewo01,1907,8,11,USA,WA,Bremerton,2001,10,5,USA,KS,Wichita,Woody,Jensen,Forrest Docenus,160,70,L,L,1931,1939,jensw102,jensewo01
heberwa01,1907,8,21,USA,LA,Lake Charles,1999,12,8,USA,LA,Westlake,Wally,Hebert,Wallace Andrew,195,73,L,L,1931,1943,hebew101,heberwa01
jurgebi01,1908,5,9,USA,NY,Bronx,1997,3,3,USA,FL,Clearwater,Billy,Jurges,William Frederick,175,71,R,R,1931,1947,jurgb101,jurgebi01
sullibi04,1910,10,23,USA,IL,Chicago,1994,1,4,USA,FL,Sarasota,Billy,Sullivan,William Joseph,170,72,L,R,1931,1947,sullb103,sullibi04
browelo01,1900,7,1,USA,OH,Cleveland,1994,3,4,USA,TX,Tyler,Louis,Brower,Louis Lester,155,70,R,R,1931,1931,browl106,browelo01
finneha02,1905,7,30,USA,AL,Lafayette,1991,12,20,USA,AL,Lafayette,Hal,Finney,Harold Wilson,170,71,R,R,1931,1936,finnh101,finneha02
stevebo01,1907,4,17,USA,MD,Chevy Chase,2005,12,30,USA,MD,Frederick,Bobby,Stevens,Robert Jordan,149,68,L,R,1931,1931,stevb101,stevebo01
mcwilbi01,1910,11,28,USA,IA,Dubuque,1997,1,21,USA,TX,Garland,Bill,McWilliams,William Henry,180,73,R,R,1931,1931,mcwib101,mcwilbi01
mastewa01,1907,3,28,USA,PA,Pen Argyl,1992,7,10,CAN,ON,Ottawa,Walt,Masters,Walter Thomas,180,70,R,R,1931,1939,mastw102,mastewa01
hermabi01,1909,7,7,USA,IN,New Albany,1992,9,5,USA,FL,West Palm Beach,Billy,Herman,William Jennings Bryan,180,71,R,R,1931,1947,hermb101,hermabi01
